18:26.3;-67.05793943;-81.75855044;1.67987232970294;
18:26.3;-67.05793943;-81.75855044;1.67987232970294;
18:26.3;19.33839432;-6.583667057;-28.52672085810370;
18:26.3;27.36023523;-6.14475592;-24.46702939465490;
18:26.3;31.25138844;-1.785914282;-23.47154949557170;
18:26.3;29.46632616;2.784815491;-23.72041947034250;
18:26.3;25.15286313;8.41498594;-7.66830609762547;
18:26.3;18.09255146;11.7597915;-5.55291131207362;
18:26.3;27.75855377;-4.797752775;-8.88154722463315;
18:26.3;32.24058151;-4.404246238;-9.23929781336618;
18:26.3;15.31216704;0.060539467;-9.58149402867604;
18:26.3;-4.660880371;0.181618402;-8.64823162328552;
18:26.3;0.152967716;-0.090809201;0.23331560134763;
18:26.3;0.446877952;0.060539467;0.23331560134763;
18:26.4;0.044789597;-0.136213801;-0.12443498738540;
18:26.4;0.230215961;-0.060539467;0.04666312026953;
18:26.4;0.139719502;0.121078934;0.03110874684635;
18:26.4;0.200356229;0.030269734;0.09332624053905;
18:26.4;0.216509114;0.105944068;0.10888061396223;
18:26.4;0.154037858;0.015134867;-0.01555437342318;
18:26.4;0.124483881;0.136213801;0.17109810765493;
18:26.4;0.01645864;0.105944068;0.12443498738540;
18:26.4;0.016917272;0.151348668;0.21776122792446;
18:26.4;0.016305763;0.090809201;0.00000000000000;
18:26.4;0.032611525;0.181618402;0.07777186711588;
18:26.4;0.076789613;-0.015134867;0.13998936080858;
18:26.4;0.23082747;0;-0.10888061396223;
18:26.4;0.046471249;0.030269734;0.06221749369270;
18:26.4;0.123107984;0;0.09332624053905;
18:26.4;0.028636712;-0.211888135;0.12443498738540;
18:26.4;-0.014471233;0.090809201;0.01555437342318;
18:26.4;0.031235628;0.0454046;0.07777186711588;
18:26.4;0.21559185;0.015134867;0.09332624053905;
18:26.4;0.075872348;-0.105944068;0.10888061396223;
18:26.4;0.124942513;0.181618402;0.15554373423175;
18:26.4;-0.045095352;0.105944068;-0.04666312026953;
18:26.4;0.091107969;-0.121078934;0.20220685450128;
18:26.4;0.308228593;0.0454046;0.13998936080858;
18:26.4;0.122955107;-0.015134867;0.09332624053905;
18:26.4;-0.168356214;0.090809201;0.10888061396223;
18:26.4;0.216661992;0.121078934;0.12443498738540;
18:26.4;0.154037858;0.015134867;0.00000000000000;
18:26.4;0.092483866;0.015134867;0.06221749369270;
18:26.4;-0.045248229;0.090809201;0.20220685450128;
18:26.4;0.062471257;0.090809201;0.07777186711588;
