latitude(deg);longitude(deg);height(m);Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio
40096670677;-105147304712;15766609;2;15;0.1011;0.1365;0.2692;-0.0275;-0.1175;-0.0829;0.39;0.0
40096670548;-105147304895;15767027;2;15;0.1007;0.1361;0.2682;-0.0275;-0.1170;-0.0825;0.59;0.0
40096670479;-105147305107;15767331;2;15;0.1004;0.1358;0.2674;-0.0275;-0.1166;-0.0823;0.79;0.0
40096670415;-105147305327;15767585;2;15;0.1000;0.1354;0.2666;-0.0275;-0.1161;-0.0820;0.99;0.0
40096670311;-105147305562;15767892;2;15;0.0997;0.1351;0.2658;-0.0275;-0.1156;-0.0818;1.19;0.0
40096670221;-105147305762;15768273;2;15;0.0994;0.1347;0.2650;-0.0275;-0.1151;-0.0815;0.39;0.0
40096670149;-105147305996;15768592;2;15;0.0990;0.1343;0.2642;-0.0275;-0.1146;-0.0813;0.59;0.0
40096670066;-105147306265;15768913;2;15;0.0987;0.1340;0.2634;-0.0275;-0.1142;-0.0811;0.79;0.0
40096669933;-105147306451;15769233;2;15;0.0984;0.1337;0.2626;-0.0275;-0.1137;-0.0808;0.99;0.0
40096669878;-105147306624;15769500;2;15;0.0980;0.1333;0.2617;-0.0275;-0.1132;-0.0806;0.19;0.0
40096669815;-105147306829;15769740;2;15;0.0977;0.1330;0.2609;-0.0275;-0.1127;-0.0804;0.39;0.0
40096669705;-105147307054;15769980;2;15;0.0974;0.1326;0.2601;-0.0275;-0.1122;-0.0801;0.59;0.0
40096669611;-105147307241;15770334;2;15;0.0970;0.1323;0.2591;-0.0275;-0.1118;-0.0798;0.79;0.0
40096669502;-105147307438;15770737;2;15;0.0967;0.1319;0.2582;-0.0275;-0.1113;-0.0794;0.99;0.0
40096669417;-105147307666;15771101;2;15;0.0963;0.1316;0.2572;-0.0275;-0.1108;-0.0791;1.19;0.0
40096669354;-105147307874;15771357;2;15;0.0960;0.1313;0.2562;-0.0274;-0.1104;-0.0787;0.39;0.0
40096669263;-105147308040;15771641;2;15;0.0956;0.1309;0.2553;-0.0274;-0.1099;-0.0784;0.59;0.0
40096669170;-105147308155;15771950;2;15;0.0953;0.1306;0.2543;-0.0274;-0.1094;-0.0780;0.79;0.0
40096669092;-105147308365;15772240;2;15;0.0950;0.1303;0.2534;-0.0274;-0.1090;-0.0777;0.99;0.0
40096669024;-105147308505;15772477;2;15;0.0946;0.1299;0.2524;-0.0274;-0.1085;-0.0773;0.19;0.0
40096668965;-105147308662;15772683;2;15;0.0943;0.1296;0.2515;-0.0274;-0.1080;-0.0770;0.39;0.0
40096668854;-105147308775;15772911;2;15;0.0939;0.1293;0.2505;-0.0273;-0.1076;-0.0767;0.59;0.0
40096668809;-105147308916;15773079;2;15;0.0936;0.1290;0.2496;-0.0273;-0.1071;-0.0764;0.79;0.0
40096668755;-105147309080;15773305;2;15;0.0933;0.1286;0.2487;-0.0273;-0.1067;-0.0760;0.99;0.0
40096668679;-105147309210;15773532;2;15;0.0929;0.1283;0.2478;-0.0273;-0.1062;-0.0757;1.19;0.0
40096668623;-105147309332;15773684;2;15;0.0926;0.1280;0.2470;-0.0272;-0.1057;-0.0755;0.39;0.0
40096668541;-105147309414;15773811;2;15;0.0923;0.1277;0.2462;-0.0272;-0.1053;-0.0753;0.59;0.0
40096668498;-105147309598;15773896;2;15;0.0920;0.1274;0.2454;-0.0272;-0.1048;-0.0751;0.79;0.0
40096668445;-105147309703;15773934;2;15;0.0917;0.1270;0.2447;-0.0272;-0.1044;-0.0750;0.99;0.0
40096668407;-105147309800;15774066;2;15;0.0914;0.1267;0.2439;-0.0272;-0.1039;-0.0748;1.19;0.0
40096668344;-105147309911;15774114;2;15;0.0911;0.1264;0.2431;-0.0271;-0.1034;-0.0746;0.39;0.0
40096668303;-105147310061;15774241;2;15;0.0908;0.1261;0.2424;-0.0271;-0.1030;-0.0744;0.59;0.0
40096668246;-105147310188;15774307;2;15;0.0905;0.1258;0.2416;-0.0271;-0.1025;-0.0742;0.79;0.0
40096668194;-105147310325;15774436;2;15;0.0902;0.1255;0.2409;-0.0271;-0.1021;-0.0740;0.99;0.0
40096668164;-105147310422;15774443;2;15;0.0899;0.1252;0.2401;-0.0270;-0.1016;-0.0738;0.19;0.0
40096668102;-105147310512;15774455;2;15;0.0896;0.1249;0.2393;-0.0270;-0.1012;-0.0737;0.39;0.0
40096668049;-105147310633;15774527;2;15;0.0893;0.1246;0.2386;-0.0270;-0.1007;-0.0735;0.59;0.0
40096668025;-105147310732;15774601;2;15;0.0890;0.1243;0.2378;-0.0270;-0.1002;-0.0733;0.79;0.0
40096667961;-105147310823;15774670;2;15;0.0887;0.1240;0.2371;-0.0269;-0.0998;-0.0731;0.99;0.0
40096667952;-105147310948;15774785;2;15;0.0885;0.1237;0.2363;-0.0269;-0.0994;-0.0729;1.19;0.0
40096667927;-105147311096;15774854;2;15;0.0882;0.1234;0.2356;-0.0269;-0.0989;-0.0728;0.39;0.0
40096667937;-105147311198;15774919;2;15;0.0879;0.1231;0.2348;-0.0268;-0.0984;-0.0726;0.59;0.0
40096667866;-105147311246;15774911;2;15;0.0876;0.1228;0.2341;-0.0268;-0.0980;-0.0724;0.79;0.0
40096667825;-105147311373;15775062;2;15;0.0873;0.1225;0.2332;-0.0268;-0.0976;-0.0721;0.99;0.0
40096667762;-105147311426;15775156;2;15;0.0870;0.1222;0.2324;-0.0267;-0.0971;-0.0719;1.19;0.0
40096667735;-105147311512;15775205;2;15;0.0867;0.1219;0.2315;-0.0267;-0.0967;-0.0716;1.39;0.0
40096667704;-105147311636;15775289;2;15;0.0864;0.1216;0.2307;-0.0267;-0.0963;-0.0713;0.59;0.0
40096667640;-105147311738;15775425;2;15;0.0861;0.1213;0.2298;-0.0266;-0.0959;-0.0711;0.79;0.0
40096667594;-105147311839;15775549;2;15;0.0858;0.1210;0.2290;-0.0266;-0.0954;-0.0708;0.99;0.0
40096667563;-105147311957;15775688;2;15;0.0855;0.1208;0.2281;-0.0265;-0.0950;-0.0705;1.19;0.0
40096667476;-105147312035;15775724;2;15;0.0852;0.1205;0.2274;-0.0265;-0.0946;-0.0704;0.39;0.0
40096667406;-105147312173;15775824;2;15;0.0849;0.1202;0.2267;-0.0265;-0.0941;-0.0702;0.59;0.0
40096667369;-105147312286;15775969;2;15;0.0846;0.1199;0.2259;-0.0264;-0.0937;-0.0701;0.79;0.0
40096667347;-105147312448;15776036;2;15;0.0844;0.1196;0.2252;-0.0264;-0.0933;-0.0699;0.99;0.0
40096667276;-105147312534;15776140;2;15;0.0841;0.1193;0.2245;-0.0264;-0.0928;-0.0697;0.19;0.0
40096667248;-105147312644;15776216;2;15;0.0838;0.1191;0.2238;-0.0263;-0.0924;-0.0696;0.39;0.0
40096667187;-105147312772;15776265;2;15;0.0835;0.1188;0.2230;-0.0263;-0.0919;-0.0694;0.59;0.0
40096667126;-105147312860;15776451;2;15;0.0833;0.1185;0.2222;-0.0263;-0.0915;-0.0692;0.79;0.0
40096667084;-105147312977;15776597;2;15;0.0830;0.1182;0.2214;-0.0262;-0.0911;-0.0689;0.99;0.0
40096667048;-105147313035;15776650;2;15;0.0827;0.1180;0.2207;-0.0262;-0.0907;-0.0688;0.19;0.0
40096667014;-105147313128;15776737;2;15;0.0824;0.1177;0.2199;-0.0261;-0.0902;-0.0685;0.39;0.0
40096666985;-105147313263;15776698;2;15;0.0821;0.1174;0.2192;-0.0261;-0.0898;-0.0684;0.59;0.0
40096666957;-105147313291;15776670;2;15;0.0819;0.1172;0.2185;-0.0261;-0.0894;-0.0682;0.79;0.0
40096666911;-105147313344;15776650;2;15;0.0816;0.1169;0.2178;-0.0260;-0.0890;-0.0681;0.99;0.0
40096666827;-105147313460;15776663;2;15;0.0813;0.1166;0.2169;-0.0260;-0.0886;-0.0679;0.19;0.0
40096666731;-105147313537;15776687;2;15;0.0810;0.1164;0.2161;-0.0259;-0.0882;-0.0677;0.39;0.0
40096666679;-105147313641;15776641;2;15;0.0808;0.1161;0.2153;-0.0259;-0.0878;-0.0675;0.59;0.0
40096666626;-105147313730;15776642;2;15;0.0805;0.1158;0.2145;-0.0259;-0.0874;-0.0673;0.79;0.0
40096666570;-105147313841;15776731;2;15;0.0802;0.1156;0.2137;-0.0258;-0.0870;-0.0671;0.99;0.0
40096666510;-105147313918;15776721;2;15;0.0800;0.1153;0.2130;-0.0258;-0.0866;-0.0669;1.19;0.0
40096666411;-105147313957;15776841;2;15;0.0797;0.1150;0.2122;-0.0257;-0.0862;-0.0667;0.39;0.0
40096666403;-105147314088;15776797;2;15;0.0794;0.1148;0.2114;-0.0257;-0.0858;-0.0666;0.59;0.0
40096666343;-105147314164;15776761;2;15;0.0792;0.1145;0.2107;-0.0257;-0.0854;-0.0665;0.79;0.0
40096666316;-105147314278;15776721;2;15;0.0789;0.1143;0.2100;-0.0256;-0.0850;-0.0663;0.99;0.0
40096666256;-105147314336;15776687;2;15;0.0786;0.1140;0.2093;-0.0256;-0.0846;-0.0662;0.19;0.0
40096666187;-105147314377;15776652;2;15;0.0784;0.1138;0.2086;-0.0256;-0.0842;-0.0661;0.39;0.0
40096666172;-105147314483;15776689;2;15;0.0781;0.1135;0.2079;-0.0255;-0.0838;-0.0660;0.59;0.0
40096666139;-105147314608;15776682;2;15;0.0779;0.1133;0.2072;-0.0255;-0.0834;-0.0658;0.79;0.0
40096666081;-105147314624;15776710;2;15;0.0777;0.1130;0.2065;-0.0255;-0.0830;-0.0657;0.99;0.0
40096666003;-105147314712;15776767;2;15;0.0774;0.1128;0.2057;-0.0254;-0.0826;-0.0655;1.19;0.0
40096665966;-105147314776;15776637;2;15;0.0771;0.1125;0.2050;-0.0254;-0.0822;-0.0654;0.39;0.0
40096665931;-105147314794;15776636;2;15;0.0769;0.1123;0.2043;-0.0254;-0.0818;-0.0653;0.59;0.0
40096665878;-105147314859;15776663;2;15;0.0767;0.1120;0.2036;-0.0253;-0.0814;-0.0651;0.79;0.0
40096665845;-105147314908;15776566;2;15;0.0764;0.1118;0.2029;-0.0253;-0.0810;-0.0650;0.99;0.0
40096665808;-105147314977;15776509;2;15;0.0762;0.1115;0.2022;-0.0253;-0.0806;-0.0649;0.19;0.0
40096665791;-105147315070;15776448;2;15;0.0759;0.1113;0.2015;-0.0252;-0.0803;-0.0648;0.39;0.0
40096665810;-105147315190;15776321;2;15;0.0757;0.1110;0.2009;-0.0252;-0.0799;-0.0646;0.59;0.0
40096665770;-105147315278;15776201;2;15;0.0754;0.1108;0.2002;-0.0252;-0.0795;-0.0645;0.79;0.0
40096665700;-105147315308;15776179;2;15;0.0752;0.1106;0.1995;-0.0251;-0.0791;-0.0644;0.99;0.0
40096665728;-105147315498;15776163;2;15;0.0750;0.1103;0.1988;-0.0251;-0.0787;-0.0643;0.19;0.0
40096665728;-105147315638;15776143;2;15;0.0747;0.1101;0.1982;-0.0251;-0.0783;-0.0641;0.39;0.0
40096665687;-105147315717;15776125;2;13;0.0745;0.1099;0.1975;-0.0250;-0.0779;-0.0640;0.59;0.0
40096665674;-105147315804;15776054;2;15;0.0743;0.1096;0.1969;-0.0250;-0.0776;-0.0638;0.79;0.0
40096665671;-105147315925;15775977;2;15;0.0740;0.1094;0.1963;-0.0250;-0.0772;-0.0637;0.99;0.0
40096665682;-105147316028;15775896;2;15;0.0738;0.1092;0.1956;-0.0250;-0.0769;-0.0636;0.19;0.0
40096665631;-105147316004;15775859;2;15;0.0736;0.1089;0.1949;-0.0249;-0.0765;-0.0634;0.39;0.0
40096665595;-105147316137;15775758;2;15;0.0733;0.1087;0.1943;-0.0249;-0.0761;-0.0633;0.59;0.0
40096665597;-105147316221;15775719;2;13;0.0731;0.1085;0.1936;-0.0248;-0.0758;-0.0631;0.79;0.0
40096665563;-105147316246;15775739;2;13;0.0729;0.1082;0.1930;-0.0248;-0.0754;-0.0630;0.99;0.0
40096665598;-105147316313;15775681;2;13;0.0726;0.1080;0.1925;-0.0247;-0.0751;-0.0628;1.19;0.0
40096665564;-105147316367;15775741;2;13;0.0724;0.1078;0.1919;-0.0247;-0.0747;-0.0626;0.39;0.0
40096665518;-105147316394;15775631;2;15;0.0722;0.1076;0.1913;-0.0247;-0.0744;-0.0624;0.59;0.0
40096665495;-105147316497;15775570;2;13;0.0719;0.1074;0.1908;-0.0247;-0.0741;-0.0622;0.79;0.0
40096665492;-105147316572;15775614;2;13;0.0717;0.1071;0.1902;-0.0246;-0.0737;-0.0620;0.99;0.0
40096665514;-105147316652;15775650;2;13;0.0715;0.1069;0.1896;-0.0246;-0.0734;-0.0618;0.19;0.0
40096665452;-105147316770;15775706;2;13;0.0713;0.1067;0.1891;-0.0246;-0.0730;-0.0616;0.39;0.0
40096665414;-105147316864;15775790;2;13;0.0711;0.1065;0.1885;-0.0245;-0.0727;-0.0614;0.59;0.0
40096665376;-105147316937;15775915;2;13;0.0709;0.1063;0.1880;-0.0245;-0.0724;-0.0612;0.79;0.0
40096665359;-105147317056;15776010;2;13;0.0706;0.1061;0.1875;-0.0245;-0.0721;-0.0610;0.99;0.0
40096665333;-105147317206;15776117;2;13;0.0704;0.1058;0.1870;-0.0245;-0.0717;-0.0609;1.19;0.0
40096665263;-105147317233;15776297;2;13;0.0702;0.1056;0.1864;-0.0244;-0.0714;-0.0607;0.39;0.0
40096665210;-105147317340;15776461;2;13;0.0700;0.1054;0.1859;-0.0244;-0.0711;-0.0605;0.59;0.0
40096665161;-105147317446;15776643;2;13;0.0698;0.1052;0.1854;-0.0244;-0.0708;-0.0603;0.79;0.0
40096665126;-105147317599;15776837;2;13;0.0696;0.1050;0.1849;-0.0244;-0.0704;-0.0601;0.99;0.0
40096665071;-105147317721;15777075;2;13;0.0694;0.1048;0.1844;-0.0243;-0.0701;-0.0599;1.19;0.0
40096665075;-105147317817;15777183;2;13;0.0691;0.1046;0.1838;-0.0243;-0.0698;-0.0597;0.39;0.0
40096665030;-105147317845;15777304;2;13;0.0689;0.1044;0.1833;-0.0243;-0.0695;-0.0595;0.59;0.0
40096665015;-105147317945;15777422;2;13;0.0687;0.1042;0.1828;-0.0242;-0.0691;-0.0593;0.79;0.0
40096664997;-105147318078;15777564;2;13;0.0685;0.1040;0.1823;-0.0242;-0.0688;-0.0592;0.99;0.0
40096664954;-105147318103;15777658;2;13;0.0683;0.1038;0.1817;-0.0242;-0.0685;-0.0590;0.19;0.0
40096664935;-105147318081;15777705;2;13;0.0681;0.1036;0.1812;-0.0242;-0.0682;-0.0588;0.39;0.0
40096664906;-105147318157;15777781;2;13;0.0679;0.1033;0.1807;-0.0241;-0.0679;-0.0586;0.59;0.0
40096664911;-105147318236;15777872;2;13;0.0677;0.1031;0.1802;-0.0241;-0.0675;-0.0584;0.79;0.0
40096664912;-105147318314;15777914;2;13;0.0675;0.1030;0.1797;-0.0241;-0.0672;-0.0583;0.99;0.0
40096664906;-105147318317;15777930;2;13;0.0673;0.1027;0.1792;-0.0240;-0.0669;-0.0581;0.19;0.0
40096664878;-105147318314;15777932;2;13;0.0671;0.1025;0.1787;-0.0240;-0.0666;-0.0579;0.39;0.0
40096664910;-105147318401;15777912;2;13;0.0669;0.1023;0.1782;-0.0240;-0.0663;-0.0577;0.59;0.0
40096664929;-105147318425;15777951;2;13;0.0667;0.1022;0.1777;-0.0240;-0.0660;-0.0576;0.79;0.0
40096664915;-105147318435;15777990;2;13;0.0665;0.1020;0.1772;-0.0239;-0.0656;-0.0574;0.99;0.0
40096664873;-105147318469;15778088;2;13;0.0663;0.1018;0.1767;-0.0239;-0.0653;-0.0572;0.19;0.0
40096664865;-105147318526;15778142;2;13;0.0661;0.1016;0.1761;-0.0239;-0.0650;-0.0571;0.39;0.0
40096664871;-105147318568;15778128;2;13;0.0659;0.1014;0.1757;-0.0238;-0.0647;-0.0569;0.59;0.0
40096664839;-105147318570;15778231;2;13;0.0657;0.1012;0.1751;-0.0238;-0.0644;-0.0567;0.79;0.0
40096664833;-105147318664;15778270;2;13;0.0655;0.1010;0.1746;-0.0237;-0.0641;-0.0565;0.99;0.0
40096664831;-105147318643;15778334;2;13;0.0653;0.1008;0.1740;-0.0237;-0.0638;-0.0563;0.19;0.0
40096664841;-105147318698;15778439;2;13;0.0651;0.1006;0.1734;-0.0237;-0.0635;-0.0561;0.39;0.0
40096664810;-105147318717;15778594;2;13;0.0649;0.1004;0.1729;-0.0236;-0.0632;-0.0559;0.59;0.0
40096664783;-105147318714;15778723;2;13;0.0647;0.1002;0.1724;-0.0236;-0.0630;-0.0556;0.79;0.0
40096664760;-105147318762;15778810;2;13;0.0645;0.1000;0.1719;-0.0235;-0.0627;-0.0555;0.99;0.0
40096664734;-105147318796;15778919;2;13;0.0643;0.0998;0.1714;-0.0235;-0.0624;-0.0553;1.19;0.0
40096664747;-105147318898;15778985;2;13;0.0641;0.0997;0.1710;-0.0235;-0.0621;-0.0552;1.39;0.0
40096664767;-105147318903;15779004;2;13;0.0639;0.0995;0.1705;-0.0235;-0.0618;-0.0550;0.59;0.0
40096664756;-105147318933;15779041;2;13;0.0637;0.0993;0.1700;-0.0234;-0.0614;-0.0549;0.79;0.0
40096664752;-105147319001;15779120;2;13;0.0636;0.0991;0.1695;-0.0234;-0.0612;-0.0547;0.99;0.0
40096664759;-105147319023;15779118;2;13;0.0634;0.0989;0.1690;-0.0234;-0.0608;-0.0546;0.19;0.0
40096664769;-105147319065;15779168;2;13;0.0632;0.0987;0.1686;-0.0233;-0.0605;-0.0544;0.39;0.0
40096664763;-105147319054;15779150;2;13;0.0630;0.0985;0.1681;-0.0233;-0.0602;-0.0543;0.59;0.0
40096664756;-105147319076;15779192;2;13;0.0628;0.0984;0.1676;-0.0233;-0.0599;-0.0541;0.79;0.0
40096664764;-105147319089;15779215;2;13;0.0626;0.0982;0.1672;-0.0232;-0.0596;-0.0540;0.99;0.0
40096664768;-105147319133;15779268;2;13;0.0624;0.0980;0.1667;-0.0232;-0.0593;-0.0538;0.19;0.0
40096664767;-105147319173;15779346;2;13;0.0623;0.0978;0.1662;-0.0232;-0.0590;-0.0537;0.39;0.0
40096664743;-105147319193;15779337;2;13;0.0621;0.0976;0.1658;-0.0232;-0.0587;-0.0535;0.59;0.0
40096664722;-105147319188;15779444;2;13;0.0619;0.0975;0.1653;-0.0231;-0.0584;-0.0534;0.79;0.0
40096664693;-105147319230;15779537;2;13;0.0617;0.0973;0.1649;-0.0231;-0.0581;-0.0532;0.99;0.0
40096664726;-105147319310;15779536;2;13;0.0615;0.0971;0.1644;-0.0231;-0.0578;-0.0531;0.19;0.0
40096664731;-105147319342;15779593;2;13;0.0614;0.0969;0.1639;-0.0230;-0.0575;-0.0529;0.39;0.0
40096664717;-105147319376;15779619;2;13;0.0612;0.0967;0.1635;-0.0230;-0.0572;-0.0528;0.59;0.0
40096664698;-105147319438;15779747;2;13;0.0610;0.0966;0.1630;-0.0230;-0.0570;-0.0526;0.79;0.0
40096664658;-105147319473;15779843;2;13;0.0608;0.0964;0.1626;-0.0229;-0.0567;-0.0525;0.99;0.0
40096664664;-105147319559;15779872;2;13;0.0607;0.0962;0.1621;-0.0229;-0.0564;-0.0524;0.19;0.0
40096664675;-105147319577;15779912;2;13;0.0605;0.0960;0.1617;-0.0229;-0.0561;-0.0522;0.39;0.0
40096664640;-105147319601;15779971;2;13;0.0603;0.0959;0.1612;-0.0228;-0.0558;-0.0521;0.59;0.0
40096664629;-105147319662;15780061;2;13;0.0601;0.0957;0.1608;-0.0228;-0.0555;-0.0519;0.79;0.0
40096664641;-105147319711;15780059;2;13;0.0600;0.0955;0.1604;-0.0228;-0.0552;-0.0518;0.99;0.0
40096664608;-105147319722;15780116;2;13;0.0598;0.0954;0.1599;-0.0227;-0.0549;-0.0517;1.19;0.0
40096664569;-105147319667;15780166;2;13;0.0596;0.0952;0.1595;-0.0227;-0.0546;-0.0515;0.39;0.0
40096664575;-105147319666;15780173;2;13;0.0595;0.0950;0.1590;-0.0227;-0.0543;-0.0514;0.59;0.0
40096664549;-105147319706;15780227;2;13;0.0593;0.0949;0.1586;-0.0227;-0.0541;-0.0513;0.79;0.0
40096664540;-105147319750;15780279;2;13;0.0591;0.0947;0.1582;-0.0226;-0.0538;-0.0511;0.99;0.0
40096664561;-105147319793;15780267;2;13;0.0589;0.0945;0.1577;-0.0226;-0.0535;-0.0510;0.19;0.0
40096664551;-105147319809;15780273;2;13;0.0588;0.0944;0.1573;-0.0226;-0.0532;-0.0509;0.39;0.0
40096664555;-105147319827;15780283;2;13;0.0586;0.0942;0.1569;-0.0225;-0.0529;-0.0507;0.59;0.0
40096664548;-105147319844;15780295;2;13;0.0584;0.0940;0.1564;-0.0225;-0.0526;-0.0506;0.79;0.0
40096664523;-105147319820;15780308;2;13;0.0583;0.0939;0.1560;-0.0225;-0.0523;-0.0505;0.99;0.0
40096664506;-105147319875;15780359;2;13;0.0581;0.0937;0.1556;-0.0224;-0.0520;-0.0503;0.19;0.0
40096664528;-105147319923;15780446;2;13;0.0580;0.0935;0.1551;-0.0224;-0.0518;-0.0502;0.39;0.0
40096664491;-105147319903;15780533;2;13;0.0578;0.0934;0.1547;-0.0224;-0.0515;-0.0501;0.59;0.0
40096664470;-105147319931;15780648;2;13;0.0576;0.0932;0.1543;-0.0223;-0.0512;-0.0499;0.79;0.0
40096664449;-105147319953;15780724;2;13;0.0575;0.0931;0.1539;-0.0223;-0.0509;-0.0498;0.99;0.0
40096664445;-105147319941;15780688;2;13;0.0573;0.0929;0.1535;-0.0223;-0.0506;-0.0497;0.19;0.0
40096664469;-105147319954;15780665;2;13;0.0571;0.0927;0.1530;-0.0223;-0.0504;-0.0496;0.39;0.0
40096664441;-105147319978;15780675;2;13;0.0570;0.0926;0.1526;-0.0222;-0.0501;-0.0494;0.59;0.0
40096664446;-105147319964;15780666;2;13;0.0568;0.0924;0.1522;-0.0222;-0.0498;-0.0493;0.79;0.0
40096664456;-105147319967;15780621;2;13;0.0567;0.0923;0.1518;-0.0222;-0.0495;-0.0492;0.99;0.0
40096664376;-105147319941;15780703;2;13;0.0565;0.0921;0.1514;-0.0221;-0.0492;-0.0491;0.19;0.0
40096664367;-105147319965;15780726;2;13;0.0563;0.0919;0.1510;-0.0221;-0.0490;-0.0489;0.39;0.0
40096664373;-105147319953;15780683;2;13;0.0562;0.0918;0.1506;-0.0221;-0.0487;-0.0488;0.59;0.0
40096664385;-105147319965;15780655;2;13;0.0560;0.0916;0.1502;-0.0220;-0.0484;-0.0487;0.79;0.0
40096664375;-105147319927;15780581;2;13;0.0559;0.0915;0.1498;-0.0220;-0.0482;-0.0486;0.99;0.0
40096664347;-105147319913;15780592;2;13;0.0557;0.0913;0.1493;-0.0220;-0.0479;-0.0485;0.19;0.0
40096664351;-105147319954;15780596;2;13;0.0556;0.0912;0.1489;-0.0220;-0.0476;-0.0483;0.39;0.0
40096664340;-105147319946;15780584;2;13;0.0554;0.0910;0.1485;-0.0219;-0.0473;-0.0482;0.59;0.0
40096664311;-105147319928;15780628;2;13;0.0553;0.0909;0.1481;-0.0219;-0.0470;-0.0481;0.79;0.0
40096664329;-105147319922;15780590;2;13;0.0551;0.0907;0.1478;-0.0219;-0.0468;-0.0480;0.99;0.0
40096664285;-105147319970;15780584;2;13;0.0550;0.0906;0.1473;-0.0218;-0.0465;-0.0479;0.19;0.0
40096664286;-105147320001;15780595;2;13;0.0548;0.0904;0.1469;-0.0218;-0.0462;-0.0477;0.39;0.0
40096664280;-105147320027;15780614;2;13;0.0547;0.0903;0.1466;-0.0218;-0.0460;-0.0476;0.59;0.0
40096664273;-105147320051;15780608;2;13;0.0545;0.0901;0.1462;-0.0217;-0.0457;-0.0475;0.79;0.0
40096664237;-105147320071;15780679;2;13;0.0544;0.0900;0.1458;-0.0217;-0.0454;-0.0474;0.99;0.0
40096664198;-105147320066;15780745;2;13;0.0542;0.0898;0.1454;-0.0217;-0.0451;-0.0473;0.19;0.0
40096664177;-105147320094;15780758;2;13;0.0541;0.0897;0.1450;-0.0217;-0.0449;-0.0472;0.39;0.0
40096664188;-105147320140;15780781;2;13;0.0539;0.0895;0.1446;-0.0216;-0.0446;-0.0471;0.59;0.0
40096664161;-105147320205;15780814;2;13;0.0538;0.0894;0.1442;-0.0216;-0.0443;-0.0469;0.79;0.0
40096664167;-105147320236;15780927;2;13;0.0536;0.0892;0.1439;-0.0216;-0.0441;-0.0468;0.99;0.0
40096664141;-105147320268;15781039;2;13;0.0535;0.0891;0.1435;-0.0215;-0.0438;-0.0467;0.19;0.0
40096664125;-105147320329;15781168;2;13;0.0533;0.0889;0.1431;-0.0215;-0.0435;-0.0466;0.39;0.0
40096664110;-105147320387;15781266;2;13;0.0532;0.0888;0.1427;-0.0215;-0.0433;-0.0465;0.59;0.0
40096664102;-105147320432;15781345;2;13;0.0530;0.0887;0.1423;-0.0215;-0.0430;-0.0464;0.79;0.0
40096664068;-105147320491;15781399;2;13;0.0529;0.0885;0.1420;-0.0214;-0.0428;-0.0463;0.99;0.0
40096664089;-105147320528;15781369;2;13;0.0528;0.0884;0.1416;-0.0214;-0.0425;-0.0462;0.19;0.0
40096664041;-105147320575;15781480;2;13;0.0526;0.0882;0.1412;-0.0214;-0.0422;-0.0461;0.39;0.0
40096664058;-105147320635;15781536;2;13;0.0525;0.0881;0.1408;-0.0213;-0.0419;-0.0459;0.59;0.0
40096664037;-105147320636;15781611;2;13;0.0523;0.0880;0.1405;-0.0213;-0.0417;-0.0458;0.79;0.0
40096664027;-105147320694;15781698;2;13;0.0522;0.0878;0.1401;-0.0213;-0.0414;-0.0457;0.99;0.0
40096664015;-105147320737;15781717;2;13;0.0521;0.0877;0.1398;-0.0212;-0.0412;-0.0456;1.19;2.7
40096664019;-105147320828;15781829;2;13;0.0519;0.0875;0.1394;-0.0212;-0.0409;-0.0455;0.39;2.7
40096663963;-105147320854;15781901;2;13;0.0518;0.0874;0.1390;-0.0212;-0.0407;-0.0454;0.59;2.7
40096663961;-105147320898;15781963;2;13;0.0516;0.0873;0.1386;-0.0212;-0.0404;-0.0453;0.79;2.7
40096663977;-105147320952;15782044;2;13;0.0515;0.0871;0.1383;-0.0211;-0.0401;-0.0452;0.99;2.7
40096663946;-105147321002;15782072;2;13;0.0514;0.0870;0.1379;-0.0211;-0.0399;-0.0451;0.19;2.7
40096663951;-105147321054;15782066;2;13;0.0512;0.0868;0.1375;-0.0211;-0.0396;-0.0450;0.39;2.8
40096663941;-105147321103;15782072;2;13;0.0511;0.0867;0.1372;-0.0211;-0.0393;-0.0449;0.59;2.8
40096663929;-105147321159;15782119;2;13;0.0509;0.0866;0.1368;-0.0210;-0.0391;-0.0448;0.79;2.8
40096663944;-105147321217;15782179;2;13;0.0508;0.0864;0.1365;-0.0210;-0.0388;-0.0447;0.99;2.8
40096663942;-105147321286;15782300;2;13;0.0507;0.0863;0.1361;-0.0210;-0.0386;-0.0446;0.19;2.8
40096663927;-105147321373;15782355;2;13;0.0505;0.0862;0.1358;-0.0209;-0.0383;-0.0445;0.39;2.8
40096663921;-105147321462;15782448;2;13;0.0504;0.0860;0.1354;-0.0209;-0.0381;-0.0444;0.59;2.8
40096663939;-105147321496;15782467;2;13;0.0503;0.0859;0.1351;-0.0209;-0.0378;-0.0443;0.79;2.8
40096663924;-105147321554;15782557;2;13;0.0502;0.0858;0.1347;-0.0209;-0.0376;-0.0442;0.99;2.9
40096663964;-105147321616;15782613;2;13;0.0500;0.0856;0.1344;-0.0208;-0.0373;-0.0441;0.19;2.9
40096663986;-105147321669;15782598;2;13;0.0499;0.0855;0.1340;-0.0208;-0.0370;-0.0440;0.39;2.9
40096663968;-105147321746;15782638;2;13;0.0497;0.0854;0.1337;-0.0208;-0.0368;-0.0439;0.59;2.9
